-1.12924,-8.68294,-0.06104,0.816684,-0.113712,-0.031096
-0.74774,-12.23852,-0.27468,1.163984,-0.075716,-0.018584
-0.74774,-7.79786,-0.41202,0.813648,-0.064124,-0.015916
-0.57988,-4.28806,-0.03052,0.372692,-0.046092,-0.04002
0.03052,-3.052,-0.67144,0.268824,-0.01472,0.009752
-0.5341,-9.9953,-0.1526,0.83122,-0.011132,-0.001104
0.54936,-9.3849,-0.41202,1.001236,0.128524,0.0161
-0.8393,-10.6057,-6.45498,0.571596,-0.09154,-0.007452
-0.13734,-2.15166,-0.06104,0.182712,-0.00782,-0.029532
-0.13734,-2.47212,-0.12208,0.190992,-0.005796,-0.030636
0.0,-5.67672,-1.55652,0.435068,-0.008556,0.028612
0.0,-2.91466,-1.0682,0.214636,-0.012788,0.026496
-0.93086,-6.30238,-0.28994,0.551356,-0.081788,-0.040296
0.41202,-7.56896,-0.24416,0.685032,0.039192,0.028796
-0.13734,-5.66146,-1.46496,0.41998,0.01426,0.029348
-0.74774,-4.37962,0.3815,0.39422,-0.071392,-0.05106
-0.51884,-2.76206,0.35098,0.310776,-0.041492,-0.029532
-0.25942,-3.95234,-0.88508,0.296792,-0.031832,-0.023828
-0.97664,-7.87416,-2.27374,0.57178,-0.0575,-0.058972
-0.6104,-6.2566,-0.47306,0.627256,-0.053452,-0.016008
0.18312,-4.79164,-1.25132,0.412988,0.012696,0.034776
-0.19838,-8.57612,-0.93086,0.814844,-0.031556,-0.0046
-0.09156,-1.38866,-0.93086,0.118128,-0.012236,0.024748
-0.5341,-5.44782,-1.23606,0.438564,-0.04186,-0.018032
0.10682,-4.68482,-1.51074,0.403144,0.002484,0.029716
-0.70196,-4.99002,0.10682,0.450248,-0.070472,-0.040204
-0.80878,-18.93766,-2.01432,1.50144,-0.013892,0.001288
-0.62566,-10.9109,-2.79258,0.803344,-0.011776,0.005888
0.50358,-6.19556,-0.57988,0.525872,0.05704,0.054832
-0.79352,-8.2404,-1.99906,0.649704,-0.07268,-0.02622
0.0763,-6.45498,-1.17502,0.585028,-0.008372,0.013156
-0.44254,-5.02054,-1.61756,0.377568,-0.039284,-0.00966
-0.97664,-10.72778,-3.40298,0.695888,-0.059708,-0.059984
-0.59514,-4.83742,-0.2289,0.4232,-0.052624,-0.033488
-0.59514,-13.97816,-4.1965,0.798652,-0.007452,0.000368
-0.13734,-3.92182,-2.04484,0.290904,-0.031464,0.015916
-1.03768,-7.38584,0.04578,0.78844,-0.087768,-0.024012
-0.9156,-4.79164,0.5341,0.522652,-0.074336,-0.041124
-0.1526,-5.58516,-0.64092,0.535808,-0.031556,-0.000644
-1.03768,-9.0797,-2.91466,0.621644,-0.049956,-0.064676
0.3052,-5.60042,-0.57988,0.509864,0.019504,0.028152
-0.24416,-4.02864,-0.73248,0.294768,-0.021896,-0.034592
-0.33572,-3.60136,-0.5341,0.385204,-0.026956,-0.00138
-0.85456,-6.83648,-1.70912,0.50876,-0.054556,-0.052348
-0.65618,-6.97382,-0.42728,0.719716,-0.061732,-0.015548
1.0682,-11.71968,-0.01526,1.108876,0.149776,0.020516
-0.09156,-4.7306,-0.85456,0.321632,0.016192,-0.064124
-0.6104,-11.445,0.18312,1.204648,-0.045908,-0.025576
-0.10682,-4.25754,-1.28184,0.209392,0.0023,-0.007084
-0.18312,-2.63998,-0.0763,0.22724,-0.0207,-0.021068
-2.86888,-15.21422,-9.09496,0.73508,-0.15686,0.137448
-0.1526,-10.05634,-0.39676,1.093144,0.023092,-0.044528
0.16786,-2.25848,-0.35098,0.156216,0.0207,-0.033948
-0.27468,-2.04484,0.16786,0.202584,-0.022724,-0.022724
0.0,-9.3849,-0.44254,0.90574,-0.010948,-0.000828
0.01526,-6.83648,0.01526,0.715392,0.029808,0.01978
0.16786,-1.69386,-0.1526,0.11408,0.018124,-0.028612
-0.56462,-12.29956,-7.15694,0.701316,-0.050692,0.003588
