2.151836992,-5.638630224,131.6446936,-17.12871177,-35.04348708,73.03046992,39.19047564,-25.81691837,78.4899017,-25.85155911,-36.57727415,47.77953374,35.41256429,-32.00554784,53.45343485
-0.125042858,-1.37631861,130.1802338,-26.70271075,-35.47620164,76.1264573,30.56041693,-38.89576862,78.62432446,-30.31743427,-37.38301135,45.3480627,31.62087117,-38.80899136,48.66445805
-3.331086021,-7.791910031,132.4340195,-29.39497804,-31.64036098,75.17968724,27.65945498,-34.04098713,76.35176308,-31.58070878,-35.06241485,49.70615494,29.47608004,-35.79845435,50.497211
-7.204285202,-0.376573237,128.3081335,-18.3472069,-39.51095833,73.92214865,36.86918004,-26.59409906,80.5085488,-20.89645839,-45.63488106,43.63582158,38.48162485,-29.33295806,51.8920104
8.08824513,-19.38263428,127.0988657,1.208913251,-41.52084017,60.94607087,50.21633219,-21.50999797,77.10144251,-18.73166824,-39.93670218,40.19569004,40.84696992,-30.6386275,54.56441896
-3.558847553,-0.893638692,132.482301,-29.58945404,-27.78796726,76.90795246,27.57045602,-29.12064409,76.43573943,-31.01807193,-33.16433826,51.89379943,30.41133956,-32.98032652,51.36239065
-3.749057652,-9.93320275,128.3451807,-8.115930002,-45.58282812,68.89965386,44.12798369,-24.68422026,80.25927782,-20.70778293,-41.88402215,39.66567534,39.84619484,-31.44784301,52.03238021
-11.88839663,-10.58562504,129.1196353,-49.78154244,-22.09878257,78.64120758,1.504214145,-42.80359699,63.20804388,-40.57510704,-31.53734051,52.45853386,19.61511161,-39.48307972,41.04729849
-3.428729935,-1.244239777,132.5186263,-27.27566044,-28.92848067,76.03529172,29.69811983,-27.70202587,76.96725893,-30.13615713,-34.04486574,51.36259791,31.32580654,-32.02777769,52.17461405
0.29596697,-2.675624427,131.8245632,-17.83498618,-35.06798736,74.20718464,38.59602745,-25.09415973,78.64201546,-26.0676116,-36.08945384,47.33821797,35.97588843,-31.16237777,52.9332138
-4.387659992,0.515863625,131.9217298,-31.80636364,-29.65329426,78.35671923,25.52687249,-32.66384473,77.17180265,-32.46803602,-34.64768518,50.35194647,29.07833811,-35.97335611,49.80629805
0.106719954,-6.377092524,129.3950102,-42.00113352,-25.52252529,79.86415946,9.926882404,-48.02139982,70.87715784,-38.79571773,-33.22456247,48.73352667,21.53906548,-42.88537947,41.95263404
10.38652366,-24.08909429,124.2105056,3.567365261,-41.61709992,55.86048126,54.0096587,-22.93875379,75.31083446,-15.87261558,-40.19900687,36.51119047,42.39355768,-29.70266181,53.35848923
-6.733222778,3.074052912,125.8136858,-29.63118813,-42.52226443,78.77014525,27.73446422,-41.07064911,79.17028641,-30.87368594,-41.06684821,42.16904787,30.72070068,-41.07673117,44.29489584
-6.448115639,-0.349144604,130.5847915,-22.92679546,-36.39633197,76.41596649,33.46178813,-27.13544585,79.23924664,-23.82695965,-43.83140532,47.36464769,36.433594,-30.6841679,51.66295327
-8.495447975,-0.184893986,127.395219,-17.15871713,-40.7216169,73.18741776,37.51882944,-26.29794,81.23394431,-19.28981141,-47.03164926,42.25488541,39.19738138,-28.93915105,52.1173388
-2.870677599,4.574081068,126.6755697,-27.91857652,-39.61131911,79.78804848,29.45075467,-39.74791893,80.23867079,-30.25367229,-40.97579781,44.26789938,31.42620185,-40.79618074,46.10576029
-6.091358563,-0.972670917,129.2898551,-19.93135751,-38.12534069,74.52868894,35.80836144,-27.03960916,79.63269234,-22.79027191,-43.94505744,45.05670858,37.36786378,-30.10419278,51.71375035
-5.546871304,2.513371743,127.8185748,-30.30505579,-36.7302273,78.79799019,27.04688324,-37.29350262,79.6366228,-31.64479707,-43.38584358,45.13621311,30.07955117,-42.90996226,47.10074756
-3.254854159,-1.345115966,131.3968164,-19.96104712,-37.33419444,75.98678979,35.94112611,-26.62035098,79.16241315,-25.78908906,-39.6677761,47.23830888,35.19989201,-32.25616977,52.18312294
-1.990674647,-3.159022517,132.4618067,-27.18000433,-30.91912088,76.30320623,29.98393409,-30.69876853,76.69194261,-30.22765556,-34.44070374,50.49631069,31.24536216,-34.0404268,51.04615042
-4.796421474,-1.333170459,132.7516921,-30.2172531,-28.02019929,76.97969643,27.29941696,-28.82155911,76.94097611,-32.01789892,-33.32310475,51.75439773,29.6057238,-33.30699525,52.09758283
-4.083435549,-2.211641331,131.296488,-27.10856163,-34.9959868,75.97544845,29.99905881,-34.00631346,77.53398503,-29.61651557,-36.77391047,46.52075471,31.64861028,-36.05357662,49.42912514
-3.76054393,-0.566800045,132.5396868,-30.7135675,-27.33985312,77.54902529,26.78055285,-29.59969255,76.28030708,-31.39743037,-33.01838918,52.00804002,30.16331883,-33.07785366,50.96582628
-3.865228642,-0.935389541,132.4587157,-29.2658862,-28.27777896,76.95644329,28.26584776,-28.87877933,76.82128262,-31.08702559,-33.58587384,51.39301771,30.58924198,-33.34439872,51.7132397
-5.020090017,-2.056897021,132.4526224,-30.04931535,-28.50392564,76.37265476,27.13616008,-29.40757791,76.66637621,-31.80966213,-33.63366942,51.08695628,29.79798135,-33.52488096,51.82971227
