Fx,Fy,Fz,Mx,My,Mz
8.445539022,-8.445539022,44.41971274,-2.287412957,2.287412957,-0.43125107
-9.496902555,9.496902555,43.67150128,-0.53976735,0.53976735,1.909436552
-10.2279737,10.2279737,43.60660744,-5.796258183,5.796258183,-0.446636052
0.044288593,-0.044288593,45.45764385,-2.122126948,2.122126948,6.116889857
-1.988452074,1.988452074,45.40992003,-4.506759453,4.506759453,2.160189649
-0.357557697,0.357557697,45.6602668,-1.318947864,1.318947864,0.09051605
9.705094464,-9.705094464,44.05423255,-1.946255918,1.946255918,1.640614457
-11.0381478,11.0381478,43.70702667,-1.051180777,1.051180777,-0.924474581
-0.115884741,0.115884741,45.04177292,-2.450810975,2.450810975,-11.07262382
-0.658721026,0.658721026,45.62744775,-2.348576612,2.348576612,-1.193136938
-0.080289978,0.080289978,44.92065589,-6.710250026,6.710250026,2.646191027
-11.89386396,11.89386396,42.68312969,0.199562735,-0.199562735,-0.100474634
-15.31484357,15.31484357,41.94721086,-3.989947831,3.989947831,0.251335393
-0.170732155,0.170732155,44.84762345,-6.992874178,6.992874178,1.91970385
-3.701895005,3.701895005,45.40062778,-1.981866025,1.981866025,-0.862898499
-14.65726107,14.65726107,42.27712263,-4.329160097,4.329160097,1.364055759
6.717163914,-6.717163914,44.79731283,-2.171275225,2.171275225,0.095931831
8.907950308,-8.907950308,44.48708209,-2.699676396,2.699676396,-1.188044528
-10.44669588,10.44669588,43.06578885,-5.882298867,5.882298867,-4.052014629
7.136415737,-7.136415737,44.84424594,-0.938658852,0.938658852,-0.047986563
-10.63158027,10.63158027,43.70007484,-4.057746424,4.057746424,-3.227210553
-3.812015638,3.812015638,45.35151504,-1.791574375,1.791574375,-0.496565928
9.488051831,-9.488051831,44.03871686,-2.895537529,2.895537529,-1.088906491
-12.71251815,12.71251815,42.06990705,-6.636729278,6.636729278,-2.827652073
10.06767115,-10.06767115,43.45515175,-0.182095318,0.182095318,-0.963921026
-6.131526322,6.131526322,44.64344228,-1.91457578,1.91457578,2.73416449
-1.27650398,1.27650398,45.23780741,-2.253022367,2.253022367,8.606926526
8.515503325,-8.515503325,44.51945966,-2.342594153,2.342594153,0.236234512
-4.595685371,4.595685371,45.30174529,-2.75453049,2.75453049,-1.557211896
-5.589572877,5.589572877,44.95746775,-1.062756614,1.062756614,-0.987811728
-4.199042869,4.199042869,45.2805471,-3.679574337,3.679574337,-0.8960439
-11.03154999,11.03154999,42.86970918,-5.732129299,5.732129299,-4.395276752
-8.572478685,8.572478685,44.47282136,-3.517916685,3.517916685,0.789265714
0.885436571,-0.885436571,45.58539359,-1.716343485,1.716343485,-0.070953712
5.815707029,-5.815707029,44.73964583,-0.863548143,0.863548143,0.39340444
10.07098388,-10.07098388,43.02434036,1.165694631,-1.165694631,-0.226192872
-0.767135358,0.767135358,45.4399517,-4.575668773,4.575668773,1.197369969
0.493438447,-0.493438447,45.57248615,-2.799188146,2.799188146,-3.598196122
-9.291747699,9.291747699,44.30018734,-0.935464374,0.935464374,0.274181703
-1.494627805,1.494627805,45.48380387,-2.651228466,2.651228466,-0.127515414
-1.366469588,1.366469588,45.45830715,-2.707018871,2.707018871,-2.089932464
-1.728929357,1.728929357,45.14914946,-2.156084175,2.156084175,-9.424601052
-8.308866233,8.308866233,44.49390131,-2.609383112,2.609383112,0.073942994
-0.266691744,0.266691744,45.58662643,-4.246274661,4.246274661,0.155830344
3.158946573,-3.158946573,45.40144541,-2.504159206,2.504159206,0.383474684
-1.294861363,1.294861363,44.07226572,-2.601148403,2.601148403,17.6718194
-9.816772061,9.816772061,43.59991728,-5.128825951,5.128825951,-2.561819701
-10.68235648,10.68235648,43.78857744,-3.863977147,3.863977147,-3.295452531
0.626205948,-0.626205948,45.53021847,-1.377050816,1.377050816,-0.055769674
-1.413995091,1.413995091,45.01994072,-1.106331389,1.106331389,2.723941654
-1.713282124,1.713282124,45.34300906,-2.086149021,2.086149021,1.16911439
2.677868157,-2.677868157,45.39400056,-1.932714546,1.932714546,-1.056164734
-0.795781414,0.795781414,45.20643883,-2.291026976,2.291026976,8.120738844
-1.186768502,1.186768502,45.76064761,-3.196577161,3.196577161,-0.122178942
-1.689658228,1.689658228,43.26488259,-10.31017914,10.31017914,2.643464251
-3.148704586,3.148704586,44.40428448,-0.609864536,0.609864536,1.98537498
-12.25928812,12.25928812,43.39937557,-3.96948005,3.96948005,0.405706909
-2.013810987,2.013810987,44.47226536,0.450480803,-0.450480803,0.537951753
-15.51110189,15.51110189,41.91900826,-3.374280522,3.374280522,0.05697912
-1.07384731,1.07384731,45.21535647,-2.579619055,2.579619055,10.57857864
-10.24915174,10.24915174,43.96488384,-3.613063482,3.613063482,-3.018067807
-0.525222895,0.525222895,45.56707451,-2.538142279,2.538142279,1.823687308
-1.013780855,1.013780855,45.25206552,-1.202130351,1.202130351,1.562962639
-9.370266436,9.370266436,44.38381679,-2.805905933,2.805905933,-0.839375335
6.12684181,-6.12684181,44.79665697,-3.234333357,3.234333357,0.160702723
-0.875761426,0.875761426,44.94025551,-2.540211714,2.540211714,12.05482092
0.215397828,-0.215397828,45.55235195,-3.458396771,3.458396771,0.843268478
-5.849278619,5.849278619,45.18053195,-2.756133914,2.756133914,-0.65115911
2.665839294,-2.665839294,45.53089549,-2.650664866,2.650664866,-0.303274108
-1.697525343,1.697525343,44.10094724,-7.485141801,7.485141801,-0.636383838
-0.592003841,0.592003841,45.58472077,-2.277175659,2.277175659,0.772871932
-2.148631563,2.148631563,44.1944738,-2.230448373,2.230448373,-15.98761063
-2.213744736,2.213744736,44.24212489,-1.848048325,1.848048325,-16.16260635
-0.356926239,0.356926239,45.66007816,-1.458198513,1.458198513,0.092382751
-2.673538859,2.673538859,43.40950541,-1.54703807,1.54703807,-18.50765028
9.412980402,-9.412980402,44.30977157,-1.176748878,1.176748878,0.046500639
-4.315924291,4.315924291,45.43367132,-2.81886041,2.81886041,-0.382522465
-1.208675798,1.208675798,43.2900143,-10.69125255,10.69125255,2.978624588
-0.35960952,0.35960952,45.65585707,-1.787838297,1.787838297,0.103120371
-7.925358533,7.925358533,44.69983854,-3.766746621,3.766746621,-0.262840471
-1.266533258,1.266533258,44.74333307,-2.220212099,2.220212099,13.61682222
-10.39975266,10.39975266,43.27148692,-5.454238596,5.454238596,-3.863688304
-0.754659036,0.754659036,45.52785688,-3.33195179,3.33195179,1.092840401
-12.02909988,12.02909988,43.26252719,-0.894721209,0.894721209,-0.959438095
0.529061382,-0.529061382,45.61294529,-3.788868462,3.788868462,-0.028197425
-1.107971121,1.107971121,44.96903365,-2.261078461,2.261078461,-12.00324839
-0.26663019,0.26663019,45.56848629,-4.031110535,4.031110535,0.138290331
-1.440399637,1.440399637,44.80969248,-2.7260313,2.7260313,-12.95469945
-0.677989409,0.677989409,45.69288446,-1.219380447,1.219380447,-0.040232249
-0.287916637,0.287916637,45.39120666,-2.097446662,2.097446662,0.09884625
-0.357649962,0.357649962,45.65586543,-1.607582418,1.607582418,0.082303681
-4.162240822,4.162240822,45.29500829,-3.149129736,3.149129736,-0.630238886
-7.292589303,7.292589303,44.38348785,-1.178948251,1.178948251,1.95125676
-0.492620679,0.492620679,45.34946963,-2.810502399,2.810502399,-7.042010993
-11.97074943,11.97074943,43.44929423,-4.180830027,4.180830027,0.390838397
0.260537818,-0.260537818,45.61572801,-1.621401947,1.621401947,0.086685219
7.856024088,-7.856024088,44.43322958,-0.662226176,0.662226176,-0.092616017
-0.593923852,0.593923852,45.52213468,-1.581897282,1.581897282,-0.858611565
12.74465617,-12.74465617,42.79007532,-3.037508827,3.037508827,-0.109805973
1.306441169,-1.306441169,45.5431881,-3.000532856,3.000532856,0.789410826
-1.436108298,1.436108298,43.88453542,-8.668840084,8.668840084,2.584064636
-1.49787839,1.49787839,44.34456669,-2.369023885,2.369023885,16.17021569
-1.210664579,1.210664579,45.30561788,-1.644540525,1.644540525,2.674348146
-10.56405934,10.56405934,43.26522719,-5.68763259,5.68763259,-2.652660857
-0.150768147,0.150768147,45.51058657,-2.827705696,2.827705696,0.885219681
-10.64976168,10.64976168,43.67485752,-3.855906597,3.855906597,-3.281428301
-0.356414311,0.356414311,45.65756332,-1.664875568,1.664875568,0.09092411
-2.099097176,2.099097176,44.40095502,0.434066652,-0.434066652,1.092060047
-4.69414238,4.69414238,45.07715494,-0.455895072,0.455895072,-1.041468482
-0.317446079,0.317446079,45.69295961,-2.639542174,2.639542174,0.365097469
-1.621534804,1.621534804,44.19570295,-2.26612332,2.26612332,16.41813594
3.407067062,-3.407067062,45.34946608,-2.466857728,2.466857728,-0.11189489
-0.651982542,0.651982542,45.64129549,-1.770662113,1.770662113,-0.867007778
-5.780590927,5.780590927,45.21803012,-2.334864418,2.334864418,-0.088753008
5.734448292,-5.734448292,44.98413179,-3.503373082,3.503373082,1.035302403
-2.272979726,2.272979726,45.45751033,-3.413800164,3.413800164,-1.072434615
7.27089286,-7.27089286,44.78850711,-3.296744413,3.296744413,-0.552275161
-0.627809054,0.627809054,45.71883314,-3.170882926,3.170882926,0.408639683
0.257733431,-0.257733431,45.11419578,-6.109332635,6.109332635,2.665615858
-0.74527038,0.74527038,45.42370518,-2.728126769,2.728126769,0.679216413
-0.953340306,0.953340306,45.65575093,-3.047066876,3.047066876,0.036962482
-10.54102658,10.54102658,44.08036939,-3.271201015,3.271201015,-0.108242
0.586487967,-0.586487967,45.68711096,-1.73392436,1.73392436,0.10106748
-0.607587377,0.607587377,45.77929465,-3.147182454,3.147182454,0.329299106
-1.008334462,1.008334462,45.68838297,-1.284103386,1.284103386,-0.138131416
9.820567115,-9.820567115,42.97705721,0.815601374,-0.815601374,0.02587686
0.269501514,-0.269501514,45.65995341,-1.147293931,1.147293931,0.172116166
-1.018370152,1.018370152,45.12998118,-5.723537429,5.723537429,4.219176123
-11.73505358,11.73505358,43.42187188,-3.739685905,3.739685905,0.084587604
-1.168732999,1.168732999,44.23882823,-2.118209321,2.118209321,17.14390602
8.327267479,-8.327267479,44.11451244,-5.680317635,5.680317635,-0.11888664
-0.952335711,0.952335711,45.59300295,-1.620706092,1.620706092,1.738185742
14.50561385,-14.50561385,41.83843834,-2.53677097,2.53677097,0.229830401
-0.032901015,0.032901015,45.62282343,-1.816547093,1.816547093,0.695805502
8.204073885,-8.204073885,44.56121169,-2.719958322,2.719958322,-1.423421883
-0.196078672,0.196078672,45.64681676,-3.026752608,3.026752608,0.691943677
6.234655822,-6.234655822,44.72799824,-1.423745682,1.423745682,0.560241379
-3.134988712,3.134988712,44.27355526,-0.582214674,0.582214674,1.932931598
-2.308558307,2.308558307,44.18241857,-1.995677881,1.995677881,-16.36765018
-13.39357072,13.39357072,43.14073585,-3.337248114,3.337248114,0.666413417
-0.500456633,0.500456633,45.06116669,-2.382663121,2.382663121,10.96558736
-0.361473609,0.361473609,45.62158607,-1.405756284,1.405756284,0.096042084
6.957929475,-6.957929475,45.0402631,-2.755388347,2.755388347,0.026849769
-11.08607079,11.08607079,43.76959825,-0.968980048,0.968980048,-0.834032979
-4.662685801,4.662685801,45.06779215,-3.36441058,3.36441058,-1.680288956
4.195825773,-4.195825773,45.32393011,-2.439863434,2.439863434,0.571680092
-2.194961029,2.194961029,45.14443205,-0.891754787,0.891754787,2.940942184
-11.30905681,11.30905681,43.6892166,-2.70042968,2.70042968,-0.096700022
-0.511321227,0.511321227,45.54659298,-3.353821635,3.353821635,2.889408352
-1.301677194,1.301677194,45.29871852,-1.408217465,1.408217465,2.275767442
0.877738182,-0.877738182,45.70264648,-2.434457989,2.434457989,-0.111240814
1.784898015,-1.784898015,45.72726708,-1.820135552,1.820135552,0.285639471
-1.211919712,1.211919712,45.0470085,-2.664677634,2.664677634,-10.76066853
5.978042781,-5.978042781,44.94542262,-3.803066381,3.803066381,-0.344909485
-2.865765962,2.865765962,45.4137873,-2.170148996,2.170148996,0.992274902
-3.835394429,3.835394429,45.47093567,-2.549913265,2.549913265,-0.320205158
-1.057274806,1.057274806,45.49902119,-2.401279224,2.401279224,1.297641871
-2.230658455,2.230658455,45.61870072,-2.946130272,2.946130272,0.163408203
-1.130330487,1.130330487,45.59391391,-1.792123862,1.792123862,-2.264534019
0.265852617,-0.265852617,45.44711409,-5.521480363,5.521480363,0.102577202
-7.517895843,7.517895843,44.62986733,-2.590593485,2.590593485,-1.015580748
-0.912432998,0.912432998,45.32207957,-2.644287005,2.644287005,7.365032586
1.598024659,-1.598024659,45.62904691,-1.632022134,1.632022134,-0.980838269
-0.339798372,0.339798372,45.69659316,-2.82557532,2.82557532,0.200988324
-1.807643655,1.807643655,45.21330231,-2.064023577,2.064023577,1.531079225
-1.133375569,1.133375569,45.42504233,-3.333583183,3.333583183,1.64410538
1.486832917,-1.486832917,45.60654758,-2.63179353,2.63179353,-0.087368945
-1.284215731,1.284215731,45.06645177,-2.560933091,2.560933091,9.411706681
-1.054210473,1.054210473,44.71381209,-2.307758865,2.307758865,14.1537892
-1.021813086,1.021813086,45.53129071,-1.125870118,1.125870118,0.122943879
6.318068078,-6.318068078,45.01397059,-2.868688269,2.868688269,-1.372130344
-0.826429805,0.826429805,45.42751755,-2.267029561,2.267029561,1.232435771
9.867881166,-9.867881166,43.99010441,-2.79160948,2.79160948,-0.024162082
13.25642098,-13.25642098,42.56938345,-2.731590833,2.731590833,-0.162087641
9.669814067,-9.669814067,44.23668973,-2.450771722,2.450771722,0.678440687
0.447771819,-0.447771819,45.74602546,-2.529377135,2.529377135,0.189528252
0.200365364,-0.200365364,45.40718902,-2.95043499,2.95043499,-7.688426144
-1.344145434,1.344145434,45.61738644,-3.389247399,3.389247399,1.196642558
-8.838266787,8.838266787,44.32089936,-2.560798122,2.560798122,-0.640200345
-0.338928887,0.338928887,45.7060714,-2.856797788,2.856797788,0.182633577
-1.376299576,1.376299576,44.49068976,-2.650479892,2.650479892,14.88213829
-0.580370577,0.580370577,45.3578901,-2.167393488,2.167393488,6.103337715
7.331289107,-7.331289107,44.29216762,0.103878022,-0.103878022,0.365944026
-1.29629458,1.29629458,45.69646683,-2.480605727,2.480605727,0.130282239
-0.979370082,0.979370082,45.66406308,-2.097231708,2.097231708,0.407010368
-3.500932054,3.500932054,43.5398868,1.850800739,-1.850800739,1.067912158
2.780336806,-2.780336806,45.52011027,-2.502979934,2.502979934,-0.534323578
-0.354899076,0.354899076,45.63682959,-1.455328977,1.455328977,0.093165779
-1.140901361,1.140901361,44.50065939,-2.28402836,2.28402836,-14.81304122
-11.97814777,11.97814777,43.42427073,-2.962125492,2.962125492,-0.69367875
-1.941782525,1.941782525,45.50012861,-2.6919276,2.6919276,0.566199979
3.547324265,-3.547324265,45.48856884,-1.421692987,1.421692987,0.049081581
-7.660260115,7.660260115,44.68892232,-4.005070034,4.005070034,-1.458602386
8.112132015,-8.112132015,44.16504679,-5.212761575,5.212761575,1.068921462
-0.963612465,0.963612465,43.45462667,-10.06780341,10.06780341,0.025227224
-1.086347985,1.086347985,44.73112295,-2.614559774,2.614559774,13.81490244
-0.736842124,0.736842124,45.29241531,-4.847578322,4.847578322,1.202174798
-0.417598525,0.417598525,45.02390787,-2.279704645,2.279704645,11.28958619
12.72756393,-12.72756393,42.85639147,-1.71290597,1.71290597,0.389201391
-4.999140639,4.999140639,44.94030557,-2.003874167,2.003874167,2.214628874
7.880312448,-7.880312448,43.79305697,-0.121167545,0.121167545,-0.151033826
-1.309845911,1.309845911,45.54385996,-3.513522094,3.513522094,0.300819122
-0.356597273,0.356597273,45.68268468,-2.49916601,2.49916601,0.326212084
-12.7903187,12.7903187,42.06691579,-6.426384041,6.426384041,-2.667673461
1.578564552,-1.578564552,45.548558,-2.025738025,2.025738025,0.303016173
-1.42660636,1.42660636,44.612661,-0.110862863,0.110862863,2.603163035
12.19716306,-12.19716306,43.42132757,-2.86308499,2.86308499,-0.010139531
-0.265903597,0.265903597,45.58612655,-4.122539775,4.122539775,0.166235742
-0.235221316,0.235221316,45.49562552,-2.917098811,2.917098811,0.146590411
-12.80840592,12.80840592,42.10761582,-6.420959139,6.420959139,-2.679981455
-1.859778352,1.859778352,44.41680854,-7.245831112,7.245831112,-0.762643205
-0.334936638,0.334936638,45.6739886,-1.177621587,1.177621587,0.021955534
-1.02414722,1.02414722,45.3666786,-2.120040578,2.120040578,2.401783452
-0.579804545,0.579804545,45.63597576,-3.274610172,3.274610172,-0.101029252
0.351716348,-0.351716348,45.1990254,-5.74323785,5.74323785,3.369918644
-1.165144729,1.165144729,45.63386414,-2.540966002,2.540966002,0.024817628
-0.826001675,0.826001675,45.4618485,-1.855162821,1.855162821,0.683144924
-2.267916723,2.267916723,44.05625358,1.033851075,-1.033851075,0.734787526
7.920086768,-7.920086768,43.91435083,0.369206996,-0.369206996,1.599430638
-1.316802907,1.316802907,44.16405592,-2.774485843,2.774485843,16.9587333
-1.014630687,1.014630687,45.56348958,-1.633615564,1.633615564,0.106566367
0.716828751,-0.716828751,45.10360142,-5.119323009,5.119323009,1.117059335
-0.405564833,0.405564833,45.61568419,-1.778442145,1.778442145,0.858098146
-0.355397942,0.355397942,45.64484373,-1.777990748,1.777990748,0.145882185
-2.140511878,2.140511878,44.55487933,0.212096434,-0.212096434,0.991675311
-0.359784618,0.359784618,45.63713692,-1.462403765,1.462403765,0.099493902
-2.154222869,2.154222869,44.36499814,-2.079337195,2.079337195,-15.45109318
-11.52360189,11.52360189,43.47906167,-0.861585419,0.861585419,-0.628076876
-1.937840479,1.937840479,45.37922963,-2.73731671,2.73731671,-0.569582436
-2.044945527,2.044945527,44.34699649,-2.004883597,2.004883597,-15.68954108
-1.088413481,1.088413481,45.60472785,-2.230198577,2.230198577,-1.843799625
-2.495741423,2.495741423,42.98244697,-1.923508807,1.923508807,-20.49316759
10.00878681,-10.00878681,43.67391049,-1.212884363,1.212884363,-1.274095062
-0.27141889,0.27141889,45.59202943,-3.814691587,3.814691587,0.122927553
8.642342255,-8.642342255,44.14901774,-0.515659856,0.515659856,0.354549066
1.055227455,-1.055227455,45.6390088,-2.567912032,2.567912032,-1.031793003
7.148092286,-7.148092286,44.72207424,-4.414629845,4.414629845,0.092117138
-0.716062336,0.716062336,44.96033904,-2.604506921,2.604506921,-10.13578512
5.633596715,-5.633596715,45.09157317,-2.907517325,2.907517325,1.511006236
-5.470733057,5.470733057,44.99063711,-1.558870904,1.558870904,-0.163963755
-7.289119795,7.289119795,44.59063052,-4.245478023,4.245478023,-2.474811305
-1.644181804,1.644181804,44.53835085,-2.29528433,2.29528433,14.12041229
-11.99834949,11.99834949,43.24736918,-3.458986724,3.458986724,0.145876762
-0.882763226,0.882763226,45.50362225,-1.873363144,1.873363144,1.340623341
-0.899695065,0.899695065,45.35005157,-2.320022913,2.320022913,1.417237244
7.273795715,-7.273795715,44.62597293,-3.781592534,3.781592534,-0.279654085
-1.92581677,1.92581677,45.09285364,-5.764984732,5.764984732,-0.550337846
6.820557093,-6.820557093,44.23357616,0.344920745,-0.344920745,1.543710737
-0.859354099,0.859354099,45.45756328,-2.56931395,2.56931395,3.680585642
-0.355009363,0.355009363,45.65854252,-1.260463022,1.260463022,0.122436321
1.885405403,-1.885405403,45.58006488,-2.166069261,2.166069261,0.528032533
-1.6223597,1.6223597,44.82114736,-2.02230372,2.02230372,-12.92503186
0.71870123,-0.71870123,45.64328853,-2.648403875,2.648403875,-0.113228554
-1.570834381,1.570834381,44.40099232,1.030039582,-1.030039582,2.470918632
5.500066238,-5.500066238,45.3044766,-1.742228668,1.742228668,-0.516780736
2.34785378,-2.34785378,45.42956175,-1.421483822,1.421483822,-0.186130146
-0.605193725,0.605193725,45.41221568,-3.710662564,3.710662564,0.267130866
-1.899016807,1.899016807,45.46170936,-3.483046348,3.483046348,1.031076916
-0.855618776,0.855618776,45.21699323,-5.476043776,5.476043776,0.108296613
1.552349837,-1.552349837,45.53601084,-2.155397506,2.155397506,-0.338200706
-3.244814216,3.244814216,45.47336999,-2.511300842,2.511300842,-0.670102786
-0.608950549,0.608950549,45.76851943,-2.407975941,2.407975941,0.589307571
4.17434993,-4.17434993,45.32266581,-3.305870065,3.305870065,1.48485141
-3.382068686,3.382068686,45.53619019,-3.228002938,3.228002938,-1.14357625
4.330412003,-4.330412003,45.12672667,-2.222862662,2.222862662,-0.462180294
-0.431622587,0.431622587,45.4784563,-2.569313454,2.569313454,-5.959342196
-1.133745978,1.133745978,45.62159486,-2.557460492,2.557460492,0.593935836
0.978512641,-0.978512641,45.56233925,-2.526211768,2.526211768,0.256288393
10.91211452,-10.91211452,42.42218056,1.789241109,-1.789241109,0.024445592
-9.704509028,9.704509028,44.24688216,-4.090894453,4.090894453,-0.373150534
-1.486353082,1.486353082,43.53449239,-9.988057179,9.988057179,2.505267225
-1.619621195,1.619621195,45.54372994,-1.699070679,1.699070679,0.12714666
10.50569908,-10.50569908,43.86155187,-3.035012817,3.035012817,-1.047646854
-1.038731296,1.038731296,45.57316354,-2.368645836,2.368645836,-0.914367701
7.263601615,-7.263601615,44.47279247,-1.432482804,1.432482804,-0.445446782
-3.278431994,3.278431994,45.50346696,-2.283280813,2.283280813,-0.659076435
-6.903602138,6.903602138,45.02425354,-3.364975245,3.364975245,-0.752301012
5.030060089,-5.030060089,45.14857037,-2.90984574,2.90984574,-1.715270531
-0.361076366,0.361076366,45.65407934,-1.468298265,1.468298265,0.094183456
-2.452690855,2.452690855,42.92326026,-1.952012274,1.952012274,-20.72130376
-15.1837174,15.1837174,42.0188588,-3.695514042,3.695514042,0.035765733
-0.86927415,0.86927415,45.76049318,-3.011962229,3.011962229,-0.184243523
-10.03817735,10.03817735,43.5481105,0.214037411,-0.214037411,-1.155712488
0.304241263,-0.304241263,45.73710667,-1.738904898,1.738904898,0.061180892
-5.358950458,5.358950458,45.24221915,-2.410927832,2.410927832,-0.815583955
-1.299587821,1.299587821,44.46669852,-7.735532801,7.735532801,2.254648355
10.97092086,-10.97092086,43.83017936,-3.112481111,3.112481111,-1.686826239
-8.745610547,8.745610547,44.40435102,-3.37539252,3.37539252,-2.124420658
-0.35596184,0.35596184,45.68380341,-2.50099467,2.50099467,0.318030337
-0.41570719,0.41570719,45.50503632,-2.240213526,2.240213526,1.194999662
-4.162835078,4.162835078,45.37065608,-2.533431267,2.533431267,-0.49325453
4.441357193,-4.441357193,45.11413838,-1.522559769,1.522559769,0.869729574
1.777633625,-1.777633625,45.49157568,-2.729530508,2.729530508,0.348413261
-0.423796314,0.423796314,45.60651113,-1.859448768,1.859448768,0.930503945
-0.635951685,0.635951685,45.74610278,-3.818231839,3.818231839,0.416114727
-1.531070742,1.531070742,44.76857288,-2.652260586,2.652260586,13.4916234
-0.117417864,0.117417864,45.15625217,-2.255825897,2.255825897,10.44792975
-4.974821733,4.974821733,45.0021867,-3.972911428,3.972911428,-1.412613543
10.27003158,-10.27003158,43.68505557,-4.341293464,4.341293464,1.420157098
-0.912700218,0.912700218,45.48350201,-2.15880917,2.15880917,-5.747246076
-0.565381304,0.565381304,45.43860637,-2.53310219,2.53310219,1.274509008
-0.837728338,0.837728338,44.98326556,-2.497156268,2.497156268,11.82839651
-0.59529359,0.59529359,45.4358507,-2.503524638,2.503524638,5.368784848
-6.727124609,6.727124609,44.88850046,-3.858183303,3.858183303,-1.446387712
-0.669237742,0.669237742,45.61803437,-2.277049065,2.277049065,0.644428547
-9.09812725,9.09812725,43.85218256,-0.303697465,0.303697465,-1.449355374
-1.217659599,1.217659599,45.55809803,-1.046275769,1.046275769,-1.019909978
-1.153953008,1.153953008,45.02534458,-2.199932523,2.199932523,-11.55991242
-11.35197937,11.35197937,43.67160015,-3.094894284,3.094894284,-0.528634252
-1.531915402,1.531915402,44.71470413,-2.722883504,2.722883504,13.39815636
-1.032133192,1.032133192,44.70754457,-2.242295601,2.242295601,13.81063708
-4.42377058,4.42377058,45.36705265,-2.297684869,2.297684869,-0.361947724
-0.944645482,0.944645482,44.20711249,-8.498468868,8.498468868,0.040049909
3.434070691,-3.434070691,45.13837088,-1.897416321,1.897416321,-0.157568989
5.221237405,-5.221237405,44.87907959,-1.023967598,1.023967598,0.298749315
-0.718922654,0.718922654,45.61820262,-2.395043597,2.395043597,1.369467983
-8.751587104,8.751587104,44.10544623,-0.797608639,0.797608639,-1.984635614
-0.257280835,0.257280835,45.25632313,-5.358750192,5.358750192,1.983113437
-10.50254635,10.50254635,43.07883498,-5.60576413,5.60576413,-4.150621246
0.063126423,-0.063126423,44.55951621,-7.921317336,7.921317336,1.906753969
-2.121249197,2.121249197,45.5968231,-2.841240165,2.841240165,-0.091928357
-9.079481818,9.079481818,44.54103452,-2.571324651,2.571324651,0.42558883
-5.635689007,5.635689007,45.19901839,-2.39420964,2.39420964,-0.745689839
0.300782118,-0.300782118,45.7005938,-2.070437116,2.070437116,0.111308341
-11.07894665,11.07894665,42.71467061,-5.775500283,5.775500283,-4.39785968
-3.21563475,3.21563475,44.40331234,-1.279508303,1.279508303,2.063111019
2.178596006,-2.178596006,45.49968965,-2.480066479,2.480066479,-0.253683963
-1.077786497,1.077786497,45.30338155,-2.601112993,2.601112993,6.331500478
-3.20713701,3.20713701,45.39138741,-3.147167227,3.147167227,-0.191161662
-1.675177183,1.675177183,45.3553976,-1.911072808,1.911072808,1.09563402
-1.589876402,1.589876402,45.51002737,-1.941672525,1.941672525,-3.578360894
5.757476555,-5.757476555,44.60003612,-2.07685857,2.07685857,0.516165467
-3.172389606,3.172389606,45.35342024,-2.776466677,2.776466677,0.938973456
-2.074124317,2.074124317,44.58267453,0.08592729,-0.08592729,1.097032859
10.79841174,-10.79841174,43.79370917,-2.794913796,2.794913796,-0.717790555
-9.304042961,9.304042961,43.86471335,-4.922380105,4.922380105,-2.901658572
-9.382299184,9.382299184,44.5581159,-3.276558968,3.276558968,0.85058985
11.60738641,-11.60738641,42.72835095,-6.402389847,6.402389847,0.853397004
-0.015167823,0.015167823,45.64576126,-1.855008921,1.855008921,0.737558304
8.37301986,-8.37301986,44.425771,-3.31158321,3.31158321,1.350106999
-0.34229885,0.34229885,45.6946613,-2.81780757,2.81780757,0.187903159
-2.628341495,2.628341495,45.52508244,-3.110692551,3.110692551,-1.017967794
-8.814858242,8.814858242,44.49884399,-1.981601677,1.981601677,-0.319538392
-1.179839334,1.179839334,44.94464947,-2.373291699,2.373291699,-12.22205547
-0.015069063,0.015069063,45.66075092,-3.261888237,3.261888237,0.714080218
13.08601525,-13.08601525,43.02375308,-2.055034151,2.055034151,0.321792402
10.59919003,-10.59919003,43.68476501,-1.812132763,1.812132763,0.017882766
-5.082717499,5.082717499,45.26477058,-2.446005097,2.446005097,-1.717417134
-2.04435159,2.04435159,45.02198743,-1.691707438,1.691707438,1.093707946
-10.90355592,10.90355592,43.67106717,-2.680907482,2.680907482,-0.963217712
8.750322796,-8.750322796,44.49469737,-2.279396117,2.279396117,1.858598399
7.004497314,-7.004497314,44.20929127,-0.986931539,0.986931539,-0.331201725
-3.189388734,3.189388734,44.35804606,-0.875916378,0.875916378,1.99296892
2.017793891,-2.017793891,45.56399992,-2.059949509,2.059949509,-0.641017386
0.512257796,-0.512257796,45.59416963,-2.184121923,2.184121923,-2.951827337
-13.10239175,13.10239175,42.88212075,-3.438435731,3.438435731,0.345147513
10.09331479,-10.09331479,44.08061147,-1.581927108,1.581927108,0.163252574
-0.728615097,0.728615097,45.60806684,-2.831499796,2.831499796,-0.740579837
-0.835454103,0.835454103,45.25758484,-2.396642213,2.396642213,7.02503885
10.28521982,-10.28521982,43.87811586,-1.90102083,1.90102083,1.124656123
-2.650570759,2.650570759,43.89815429,1.898969676,-1.898969676,1.928577856
-0.912819461,0.912819461,44.59949335,-2.189511241,2.189511241,14.88373204
-0.349003449,0.349003449,45.65621473,-1.402507148,1.402507148,0.0306391
