Fx,Fy,Fz,Mx,My,Mz
-9.421729149,9.421729149,44.43325528,-3.454760558,3.454760558,0.663492363
6.395322305,-6.395322305,44.96265837,-2.635962305,2.635962305,-0.148534601
-2.561412624,2.561412624,45.56782306,-2.595677359,2.595677359,-0.023304716
-0.396179224,0.396179224,45.58913102,-2.652461607,2.652461607,0.681821905
7.345816693,-7.345816693,44.43575673,-4.615100704,4.615100704,-0.467869357
0.561157766,-0.561157766,45.30852461,-4.549620428,4.549620428,2.044388506
-0.158951786,0.158951786,45.25212739,-1.284912331,1.284912331,0.649916251
-1.977726511,1.977726511,44.92645918,-1.880554422,1.880554422,-10.98091103
-3.104429921,3.104429921,43.86605685,1.572042441,-1.572042441,1.053114404
-5.107651024,5.107651024,45.31253761,-2.460621978,2.460621978,0.569806275
-1.034055163,1.034055163,44.65158194,-2.569455588,2.569455588,14.53400221
-1.008164262,1.008164262,45.6230913,-3.139284439,3.139284439,0.821855646
-0.332438981,0.332438981,45.66509675,-1.176296707,1.176296707,0.021725037
-15.52417586,15.52417586,41.90389363,-3.37334963,3.37334963,0.048463241
-1.498595581,1.498595581,44.99363356,-2.167606529,2.167606529,-12.07924545
10.65653115,-10.65653115,43.55665835,-2.64193033,2.64193033,-0.227039401
0.437380717,-0.437380717,44.40550323,-8.412176474,8.412176474,2.673382843
-9.126486389,9.126486389,44.32542273,-3.566651765,3.566651765,1.3610469
-9.639046471,9.639046471,44.40766409,-3.8443307,3.8443307,-0.766281031
-11.24051142,11.24051142,43.6370155,-3.440024118,3.440024118,0.654842553
-3.681324779,3.681324779,45.43998066,-2.529730889,2.529730889,-0.360123284
-11.39469253,11.39469253,43.71106791,-3.72129585,3.72129585,-0.142851234
-1.625793305,1.625793305,44.81969534,-2.016136346,2.016136346,-12.99998625
9.77208826,-9.77208826,44.23231241,-2.675787017,2.675787017,-1.139091246
-2.768116718,2.768116718,43.07816875,-1.848897006,1.848897006,-20.68967163
9.948309877,-9.948309877,44.09499797,-2.483357364,2.483357364,-0.140159175
-10.57723584,10.57723584,43.71753026,-4.122228553,4.122228553,-3.187348454
8.718318362,-8.718318362,44.13933087,-5.33015649,5.33015649,-0.829821158
-3.785240024,3.785240024,45.28815338,-2.611611067,2.611611067,0.197480592
-1.28882926,1.28882926,44.75487914,-0.690713175,0.690713175,1.24423185
-8.877816399,8.877816399,44.49224015,-3.722117202,3.722117202,-0.137139529
-11.61487445,11.61487445,43.5964596,-3.538485739,3.538485739,0.369018105
-0.728804139,0.728804139,45.53801956,-3.14124998,3.14124998,0.651121792
-10.6912597,10.6912597,44.08276333,-2.836129298,2.836129298,-0.669805632
-1.262124061,1.262124061,44.47008065,-1.906314125,1.906314125,-15.16150904
-0.885063007,0.885063007,45.47867398,-1.498366305,1.498366305,1.966297199
-1.892356954,1.892356954,45.378868,-3.541730518,3.541730518,-0.07534928
-1.181166778,1.181166778,45.54267578,-2.093195602,2.093195602,-0.040520107
-2.093912468,2.093912468,44.48241606,0.245938911,-0.245938911,1.164048038
-9.173177468,9.173177468,44.54591202,-3.82699723,3.82699723,0.720548637
-2.191195039,2.191195039,45.49875459,-2.799812929,2.799812929,-0.435459797
1.303773614,-1.303773614,45.68917737,-3.041410314,3.041410314,0.612016443
15.28954251,-15.28954251,41.44653532,-2.530563233,2.530563233,0.33250088
-0.307765325,0.307765325,45.75280125,-3.006934351,3.006934351,0.362314609
-12.01486674,12.01486674,43.46792289,-3.762078816,3.762078816,0.617321511
-1.065038813,1.065038813,44.72147252,-2.187757198,2.187757198,-13.5780879
-6.209360049,6.209360049,44.92200015,-1.701953468,1.701953468,-0.269242235
-2.859449983,2.859449983,43.62916205,1.741706202,-1.741706202,2.901265764
11.59625065,-11.59625065,43.57269037,-1.761650113,1.761650113,-0.711780136
-8.266440674,8.266440674,44.5015422,-4.251878086,4.251878086,-1.766774816
-0.389259709,0.389259709,45.62348509,-1.221036209,1.221036209,0.203580875
-5.683742412,5.683742412,45.16360092,-2.419403018,2.419403018,-1.75705265
-0.694744868,0.694744868,45.61083487,-1.110064093,1.110064093,0.222380735
-0.34069654,0.34069654,45.63662551,-1.405904149,1.405904149,0.080822606
-0.354592119,0.354592119,45.66768711,-1.704279585,1.704279585,0.121449565
-8.048842395,8.048842395,44.71546408,-2.942228557,2.942228557,-0.593250743
0.689445932,-0.689445932,44.31962536,-8.738482413,8.738482413,2.264772632
-0.597438888,0.597438888,45.57141493,-2.470250115,2.470250115,0.300741367
-9.727614304,9.727614304,43.81844106,-5.289811961,5.289811961,-0.825909639
-3.884143283,3.884143283,45.33758854,-1.852020732,1.852020732,-0.285427947
13.57046407,-13.57046407,42.80088001,-1.639438469,1.639438469,0.552142176
-1.378839086,1.378839086,43.89431016,-7.934546754,7.934546754,-0.537539308
-1.953998383,1.953998383,44.54638935,0.188087638,-0.188087638,2.300089811
-2.166490047,2.166490047,44.36886026,0.282056935,-0.282056935,1.377823687
-1.290448377,1.290448377,45.08111382,-2.187309054,2.187309054,9.519422771
-0.560308006,0.560308006,45.53560774,-3.467957672,3.467957672,0.471952384
-1.096293326,1.096293326,44.74194631,-2.249278248,2.249278248,-13.56190722
7.336363477,-7.336363477,44.78860363,-2.771469556,2.771469556,0.658772398
2.022878711,-2.022878711,45.52753298,-3.024386378,3.024386378,0.285856386
1.542678739,-1.542678739,45.46938636,-2.399751855,2.399751855,-0.115975097
-1.91590421,1.91590421,45.56807879,-2.924330019,2.924330019,0.314641092
-14.37234857,14.37234857,42.38420472,-4.56506941,4.56506941,1.274533007
-0.272031584,0.272031584,45.5966785,-3.932617981,3.932617981,0.156771489
-2.462096572,2.462096572,45.61377547,-2.095649992,2.095649992,-0.94656681
5.965978109,-5.965978109,44.80667059,-0.001760931,0.001760931,0.25659522
-4.019421115,4.019421115,45.33961121,-2.336065147,2.336065147,-0.981990975
-2.800709096,2.800709096,44.12553589,-0.056864603,0.056864603,2.006195508
5.468979153,-5.468979153,44.80856728,-0.946256279,0.946256279,1.149290375
-2.800268781,2.800268781,44.13067003,-0.027962069,0.027962069,2.01352511
-11.91407212,11.91407212,43.28326004,-0.448250597,0.448250597,-0.562971706
-10.4822104,10.4822104,43.12890416,-5.593531215,5.593531215,-3.841226229
0.349112861,-0.349112861,45.56358239,-2.127778439,2.127778439,-0.619281669
2.469150508,-2.469150508,45.56448123,-2.175459746,2.175459746,-0.018744367
3.794678383,-3.794678383,44.97386284,-1.433532865,1.433532865,-0.606432767
-0.804576569,0.804576569,44.95028393,-2.126486106,2.126486106,11.21579987
