-1.129240036010742188e+00,-8.682939529418945312e+00,-6.103999912738800049e-02,8.166840076446533203e-01,-1.137119978666305542e-01,-3.109600022435188293e-02
-7.477399706840515137e-01,-1.223851966857910156e+01,-2.746799886226654053e-01,1.163983941078186035e+00,-7.571599632501602173e-02,-1.858399994671344757e-02
-7.477399706840515137e-01,-7.797860145568847656e+00,-4.120199978351593018e-01,8.136479854583740234e-01,-6.412400305271148682e-02,-1.591599918901920319e-02
-5.798799991607666016e-01,-4.288060188293457031e+00,-3.051999956369400024e-02,3.726919889450073242e-01,-4.609199985861778259e-02,-4.002000018954277039e-02
3.051999956369400024e-02,-3.052000045776367188e+00,-6.714400053024291992e-01,2.688240110874176025e-01,-1.472000032663345337e-02,9.751999750733375549e-03
-5.340999960899353027e-01,-9.995300292968750000e+00,-1.526000052690505981e-01,8.312199711799621582e-01,-1.113200001418590546e-02,-1.104000024497509003e-03
5.493599772453308105e-01,-9.384900093078613281e+00,-4.120199978351593018e-01,1.001235961914062500e+00,1.285240054130554199e-01,1.610000059008598328e-02
-8.392999768257141113e-01,-1.060569953918457031e+01,-6.454979896545410156e+00,5.715960264205932617e-01,-9.154000133275985718e-02,-7.451999932527542114e-03
-1.373399943113327026e-01,-2.151659965515136719e+00,-6.103999912738800049e-02,1.827120035886764526e-01,-7.819999940693378448e-03,-2.953200042247772217e-02
-1.373399943113327026e-01,-2.472120046615600586e+00,-1.220799982547760010e-01,1.909919977188110352e-01,-5.795999895781278610e-03,-3.063599951565265656e-02
0.000000000000000000e+00,-5.676720142364501953e+00,-1.556519985198974609e+00,4.350680112838745117e-01,-8.555999957025051117e-03,2.861200086772441864e-02
0.000000000000000000e+00,-2.914659976959228516e+00,-1.068199992179870605e+00,2.146359980106353760e-01,-1.278799958527088165e-02,2.649600058794021606e-02
-9.308599829673767090e-01,-6.302380084991455078e+00,-2.899399995803833008e-01,5.513560175895690918e-01,-8.178800344467163086e-02,-4.029599949717521667e-02
4.120199978351593018e-01,-7.568960189819335938e+00,-2.441599965095520020e-01,6.850320100784301758e-01,3.919199854135513306e-02,2.879600040614604950e-02
-1.373399943113327026e-01,-5.661459922790527344e+00,-1.464959979057312012e+00,4.199799895286560059e-01,1.425999961793422699e-02,2.934800088405609131e-02
-7.477399706840515137e-01,-4.379620075225830078e+00,3.815000057220458984e-01,3.942199945449829102e-01,-7.139199972152709961e-02,-5.105999857187271118e-02
-5.188400149345397949e-01,-2.762059926986694336e+00,3.509800136089324951e-01,3.107759952545166016e-01,-4.149200022220611572e-02,-2.953200042247772217e-02
-2.594200074672698975e-01,-3.952339887619018555e+00,-8.850799798965454102e-01,2.967920005321502686e-01,-3.183199837803840637e-02,-2.382799983024597168e-02
-9.766399860382080078e-01,-7.874159812927246094e+00,-2.273740053176879883e+00,5.717800259590148926e-01,-5.750000104308128357e-02,-5.897200107574462891e-02
-6.104000210762023926e-01,-6.256599903106689453e+00,-4.730600118637084961e-01,6.272559762001037598e-01,-5.345200002193450928e-02,-1.600800082087516785e-02
1.831199973821640015e-01,-4.791639804840087891e+00,-1.251320004463195801e+00,4.129880070686340332e-01,1.269599981606006622e-02,3.477599844336509705e-02
-1.983799934387207031e-01,-8.576120376586914062e+00,-9.308599829673767090e-01,8.148440122604370117e-01,-3.155599907040596008e-02,-4.600000102072954178e-03
